iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,grad_norm,clipfrac,explained_variance,value_mean,value_std,return_mean,return_std,epochs_used,lr,n_episodes,sps,tx_per_agent_step,messages_per_agent_step,timeout_rate_rolling,human_death_rate,false_complete_rate,cover_under_threat,objective_dist_under_threat,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_terminal
42,43008,-9.01919,292.0,0.0,0.0,1.479078,-0.004308,0.03365,0.004242,0.354649,0.078491,0.973847,-6.590148,10.105568,-6.634336,10.268516,4.0,0.0002964,3,617,0.17754,0.21862,0.7,0.33333,1.0,,,-0.01,0.00815,-0.0013,-0.02935,-0.00026,-0.0023
43,44032,-6.25225,300.0,0.0,0.0,1.032857,-0.00456,0.025021,0.003432,0.460577,0.036987,0.957177,-4.261574,7.733208,-3.94307,7.399516,4.0,0.00029631,2,608,0.13739,0.17164,0.71,0.0,1.0,,,-0.01,0.00708,0.00031,-0.01733,0.0,0.0
44,45056,4.8237,299.5,0.16667,0.01,1.260772,-0.001462,0.420398,0.002974,0.811135,0.027405,0.669144,-4.978703,8.542776,-3.638844,10.764958,4.0,0.00029623,6,572,0.13086,0.15788,0.72,0.0,1.0,,,-0.01,0.00837,0.00039,-0.02059,0.00322,0.0791
45,46080,nan,nan,0.0,0.01,1.076026,-0.004519,0.026119,0.003915,0.621699,0.056458,0.964871,-2.333112,7.315859,-2.060392,7.206193,4.0,0.00029614,0,623,0.1205,0.14238,0.72,0.0,0.0,,,-0.01,0.00562,0.0005,-0.01701,0.00108,0.0
46,47104,-4.1362,279.5,0.0,0.01,1.123456,-0.005891,0.026027,0.004673,0.386619,0.073364,0.963621,-3.229873,8.079782,-3.005517,8.104151,4.0,0.00029605,6,576,0.11241,0.14119,0.73,0.16667,0.0,,,-0.01,0.00755,0.0005,-0.02142,0.00135,-0.00274
47,48128,-2.94717,300.0,0.0,0.01,1.043918,-0.004075,0.023096,0.003676,0.439902,0.069519,0.959814,-1.944372,7.474038,-1.693551,7.437769,4.0,0.00029596,2,530,0.10976,0.13452,0.75,0.0,0.0,,,-0.01,0.00602,-0.0,-0.02406,-0.00273,0.0
48,49152,-4.64723,300.0,0.0,0.01,1.044123,-0.004719,0.010256,0.001574,0.355567,0.013733,0.981913,-1.370188,7.398321,-1.24909,7.425137,4.0,0.00029587,6,511,0.10708,0.12175,0.76,0.0,1.0,,,-0.01,0.00567,-2e-05,-0.02287,0.00044,0.0
49,50176,-9.86519,300.0,0.0,0.01,1.419659,-0.006542,0.007194,0.006933,0.455782,0.112,0.987285,-3.291829,8.1438,-3.477958,8.759291,4.0,0.00029579,2,600,0.1511,0.15914,0.76,0.0,0.0,,,-0.01,0.00582,-0.0004,-0.02923,0.00114,0.0
50,51200,-7.29151,300.0,0.0,0.01,1.516908,-0.004595,0.006419,0.004741,0.447522,0.060852,0.99025,-2.796516,8.870975,-3.102917,9.415284,4.0,0.0002957,3,581,0.17974,0.17735,0.76,0.0,1.0,,,-0.01,0.00518,-0.00085,-0.02801,0.0,0.0
51,52224,-9.92147,300.0,0.0,0.01,1.489331,-0.004215,0.007854,0.00378,0.39405,0.033142,0.989649,-3.663704,9.974002,-3.963338,10.576422,4.0,0.00029561,5,528,0.18234,0.19589,0.79,0.0,1.0,,,-0.01,0.00565,-0.00079,-0.03257,0.00211,0.0
52,53248,nan,nan,0.0,0.01,1.5259,-0.006992,0.005285,0.007188,0.495097,0.124512,0.992639,-3.317966,10.142613,-3.631271,10.821434,4.0,0.00029552,0,626,0.22237,0.22419,0.79,0.0,0.0,,,-0.01,0.0083,-0.00155,-0.02982,0.00042,0.0
53,54272,-10.05973,300.0,0.0,0.01,1.473136,-0.005082,0.011493,0.003811,0.369903,0.045776,0.9893,-3.46488,10.83505,-3.566893,11.090641,4.0,0.00029544,6,538,0.17154,0.18416,0.82,0.0,1.0,,,-0.01,0.00749,-0.0006,-0.02811,0.00016,0.0
54,55296,-7.90189,300.0,0.0,0.01,1.217377,-0.004203,0.014087,0.002896,0.333373,0.034546,0.982158,-2.372089,9.532887,-2.343155,9.643368,4.0,0.00029535,2,656,0.17911,0.17812,0.83,0.0,1.0,,,-0.01,0.00692,-0.00101,-0.02092,-0.00185,0.0
55,56320,-6.54579,300.0,0.0,0.01,1.152212,-0.006147,0.006225,0.0043,0.393964,0.072388,0.991452,-1.677207,9.18867,-1.839026,9.594231,4.0,0.00029526,6,514,0.17081,0.16667,0.87,0.0,1.0,,,-0.01,0.0065,-0.00056,-0.02151,0.00107,0.0
56,57344,-2.61296,300.0,0.0,0.01,1.358184,-0.004635,0.03514,0.004484,0.393777,0.057068,0.965446,-2.665891,10.681582,-2.650949,10.63962,4.0,0.00029517,2,523,0.20497,0.21364,0.88,0.0,0.0,,,-0.01,0.01027,-0.00132,-0.01902,-0.00016,0.0
