iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,grad_norm,clipfrac,explained_variance,value_mean,value_std,return_mean,return_std,epochs_used,lr,n_episodes,sps,tx_per_agent_step,messages_per_agent_step,timeout_rate_rolling,human_death_rate,false_complete_rate,cover_under_threat,objective_dist_under_threat,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_terminal
51,52224,67.69424,89.83333,1.0,0.92,1.926728,-0.005589,0.006686,0.003861,0.397143,0.040833,0.904179,58.887695,9.228951,57.515598,10.089671,4.0,0.00029488,6,668,0.34442,0.39053,0.08,0.33333,1.0,0.42128,1.73858,-0.01,0.02643,-0.0047,-0.02648,0.01063,0.40375
52,53248,48.69442,186.71429,0.71429,0.9,1.927324,-0.00684,0.007264,0.004101,0.345268,0.041443,0.945988,54.739254,13.603774,53.803928,14.769322,4.0,0.00029478,7,695,0.34991,0.39891,0.1,0.14286,0.95,0.39636,2.74674,-0.01,0.02385,-0.00346,-0.03071,0.01326,0.34993
53,54272,62.77004,134.375,0.875,0.9,1.942748,-0.006594,0.006315,0.005188,0.342924,0.049805,0.922296,60.699406,10.872725,60.208176,11.771589,4.0,0.00029468,8,681,0.361,0.40963,0.1,0.0,0.91304,0.42349,3.05915,-0.01,0.02397,-0.00302,-0.02724,0.01866,0.49049
54,55296,58.2953,165.28571,0.85714,0.89,1.888704,-0.005594,0.00725,0.004043,0.328919,0.043579,0.893318,61.039703,9.852035,60.324139,10.420459,4.0,0.00029457,7,767,0.35548,0.40486,0.11,0.28571,0.96429,0.4635,1.80089,-0.01,0.02641,-0.00587,-0.02878,0.01126,0.41344
55,56320,61.78354,136.85714,0.85714,0.88,1.930852,-0.005385,0.0064,0.004663,0.383277,0.051331,0.941255,60.638515,12.012838,60.037422,13.075499,4.0,0.00029447,7,635,0.33813,0.37891,0.12,0.0,0.95652,0.24359,1.49517,-0.01,0.02648,-0.00235,-0.0279,0.02163,0.42379
56,57344,74.02666,89.125,1.0,0.89,1.929708,-0.006781,0.006315,0.003777,0.337998,0.034241,0.936654,58.345413,11.846494,57.622475,13.266467,4.0,0.00029437,8,624,0.3584,0.40137,0.11,0.0,1.0,0.33094,1.98036,-0.01,0.02608,-0.00305,-0.02819,0.01389,0.56442
57,58368,63.94654,128.0,0.875,0.9,1.902855,-0.005664,0.007335,0.003321,0.413534,0.031921,0.957497,56.171562,15.181746,55.596649,16.832615,4.0,0.00029427,8,742,0.3645,0.40845,0.1,0.0,0.90909,0.51829,3.13941,-0.01,0.02109,-0.00271,-0.02532,0.02151,0.49557
58,59392,50.17862,186.42857,0.71429,0.88,1.963969,-0.007925,0.00653,0.006052,0.444573,0.089478,0.953185,56.48632,14.176517,55.605247,15.342909,4.0,0.00029416,7,626,0.37256,0.41748,0.12,0.0,0.96296,0.45687,2.66085,-0.01,0.02494,-0.00329,-0.0269,0.01133,0.35257
59,60416,60.72255,136.0,0.85714,0.87,1.904215,-0.00772,0.011079,0.006448,0.44522,0.070251,0.93875,52.193184,15.15832,51.260662,16.706375,4.0,0.00029406,7,761,0.37122,0.40935,0.13,0.14286,0.94118,0.4717,2.34751,-0.01,0.01841,-0.00463,-0.02784,0.01496,0.41928
60,61440,53.8045,167.75,0.75,0.87,1.863324,-0.008889,0.010028,0.004596,0.404178,0.054016,0.95127,47.261158,17.375132,45.545265,18.798506,4.0,0.00029396,4,795,0.39894,0.44078,0.13,0.0,0.93333,0.73333,3.53173,-0.01,0.01729,-0.00586,-0.02819,0.01109,0.21943
61,62464,42.44153,200.83333,0.66667,0.85,1.813903,-0.005353,0.011937,0.003295,0.494829,0.031433,0.946651,46.861877,16.998865,45.430466,18.4835,4.0,0.00029386,6,741,0.43649,0.47764,0.15,0.0,1.0,0.34483,3.87869,-0.01,0.01178,-0.00491,-0.02452,0.01352,0.2951
62,63488,56.5148,147.16667,0.83333,0.85,1.721081,-0.004889,0.009697,0.004096,0.329666,0.042908,0.961536,43.075668,18.868258,42.052536,20.425493,4.0,0.00029375,6,724,0.44216,0.47982,0.15,0.16667,0.9375,0.26562,2.49066,-0.01,0.02324,-0.00623,-0.02394,0.01146,0.36985
63,64512,57.74236,154.08333,0.83333,0.84,1.757569,-0.006297,0.017944,0.004643,0.371789,0.063232,0.908189,53.094322,17.553488,54.625198,18.455391,4.0,0.00029365,12,758,0.45662,0.49554,0.16,0.16667,0.97222,0.30118,1.80298,-0.01,0.02891,-0.00272,-0.02383,0.02526,0.69303
64,65536,71.9929,91.54545,1.0,0.85,1.758483,-0.004519,0.012219,0.003005,0.442605,0.037415,0.34418,60.2967,6.14162,61.945839,5.700519,4.0,0.00029355,11,760,0.46877,0.51181,0.15,0.27273,0.875,0.58093,2.61712,-0.01,0.0309,-0.00258,-0.02626,0.02152,0.75982
65,66560,74.50938,88.0,1.0,0.88,1.746169,-0.006691,0.007461,0.004681,0.408346,0.050415,0.682294,61.666573,5.609411,63.580605,6.098776,4.0,0.00029345,12,707,0.45312,0.49072,0.12,0.0,1.0,0.37055,2.65143,-0.01,0.02907,-0.00261,-0.02283,0.03103,0.8471
66,67584,72.09348,89.875,1.0,0.89,1.723825,-0.007022,0.007352,0.00623,0.39254,0.082092,0.847066,61.907288,8.209255,61.959797,9.123422,4.0,0.00029334,8,712,0.47888,0.52212,0.11,0.125,0.92857,0.4517,2.8825,-0.01,0.02491,-0.00334,-0.02521,0.01856,0.56162
67,68608,71.10409,90.875,1.0,0.89,1.791781,-0.008758,0.006526,0.007845,0.429712,0.121277,0.949716,57.336121,14.102453,56.803783,15.44049,4.0,0.00029324,8,741,0.48615,0.51187,0.11,0.125,1.0,0.4,3.139,-0.01,0.02145,-0.0033,-0.02369,0.01516,0.55209
68,69632,47.3063,133.42857,0.71429,0.88,1.652528,-0.002168,0.034832,0.005612,0.372838,0.091125,0.850144,54.164825,18.618027,51.855213,19.867796,4.0,0.00029314,7,768,0.50025,0.52874,0.11,0.42857,1.0,0.42711,3.33258,-0.01,0.02288,-0.00284,-0.02739,0.01511,0.34473
69,70656,61.41313,131.5,0.875,0.88,1.74436,-0.006271,0.010144,0.003498,0.328813,0.043579,0.941457,56.540947,17.232561,55.772923,18.151056,4.0,0.00029304,8,620,0.53648,0.56443,0.11,0.25,0.7,0.40453,2.40946,-0.01,0.0268,-0.00319,-0.02619,0.01818,0.48133
70,71680,63.0157,127.375,0.875,0.89,1.75992,-0.005431,0.007739,0.004626,0.454523,0.054932,0.944425,57.941532,13.656485,56.976467,14.931909,4.0,0.00029293,8,773,0.50942,0.54245,0.1,0.125,0.83333,0.46102,2.05524,-0.01,0.02859,-0.00342,-0.02802,0.01598,0.48904
71,72704,49.05025,186.0,0.71429,0.87,1.689363,-0.005531,0.007337,0.004749,0.387781,0.039307,0.968678,53.394157,19.326733,52.346581,20.497906,4.0,0.00029283,7,747,0.49289,0.51936,0.12,0.0,1.0,0.3631,3.16905,-0.01,0.02182,-0.00357,-0.02214,0.01775,0.34775
72,73728,73.27308,93.22222,1.0,0.89,1.756379,-0.006262,0.008066,0.007618,0.405888,0.081299,0.955274,56.264271,15.978681,55.774918,17.607199,4.0,0.00029273,9,711,0.53571,0.56355,0.1,0.11111,1.0,0.57914,2.81582,-0.01,0.02893,-0.00382,-0.02266,0.01515,0.63208
73,74752,53.75059,170.25,0.75,0.89,1.661125,-0.003512,0.009858,0.003209,0.432052,0.018433,0.96464,54.534264,19.81378,53.233963,20.816196,4.0,0.00029263,8,687,0.50026,0.5227,0.1,0.125,0.90476,0.30925,3.12066,-0.01,0.02502,-0.00343,-0.01986,0.01959,0.4362
74,75776,71.42137,101.22222,1.0,0.91,1.714718,-0.004791,0.010856,0.003805,0.373863,0.039795,0.9073,57.613838,12.676165,57.533493,14.165998,4.0,0.00029252,9,745,0.50635,0.54199,0.08,0.11111,0.91667,0.47604,3.09372,-0.01,0.02421,-0.00446,-0.0232,0.01774,0.6263
75,76800,69.78492,87.2,1.0,0.92,1.677105,-0.005122,0.016332,0.0036,0.963182,0.03302,0.976248,50.934258,22.750923,49.252274,24.014849,4.0,0.00029242,5,762,0.5031,0.53755,0.07,0.2,1.0,0.39375,2.3579,-0.01,0.02393,-0.00492,-0.02328,0.01737,0.3392
76,77824,57.06067,154.2,0.8,0.9,1.730644,-0.003337,0.010318,0.005573,0.61027,0.049194,0.968843,56.045853,19.46921,55.155724,20.786453,4.0,0.00029232,10,630,0.54554,0.57755,0.09,0.0,0.95652,0.48973,1.98356,-0.01,0.02758,-0.00394,-0.02257,0.01721,0.56416
77,78848,61.06453,143.66667,0.83333,0.89,1.735628,-0.006942,0.010963,0.005614,0.655222,0.068787,0.975521,51.228806,22.958616,49.606785,24.632776,4.0,0.00029222,6,676,0.521,0.55566,0.1,0.0,1.0,0.24051,2.02394,-0.01,0.02557,-0.00409,-0.02494,0.01301,0.35289
78,79872,64.89643,124.33333,0.88889,0.88,1.672601,-0.004099,0.010863,0.00373,0.586288,0.041565,0.977598,50.216507,25.222845,49.101032,27.133579,4.0,0.00029212,9,765,0.53181,0.56827,0.11,0.11111,0.91667,0.22917,3.14514,-0.01,0.02604,-0.00468,-0.02184,0.01863,0.57481
79,80896,65.47408,121.8,0.9,0.87,1.677787,-0.006915,0.008149,0.005302,0.415117,0.077759,0.981245,54.438923,27.083406,54.518398,28.516813,4.0,0.00029201,10,670,0.53564,0.56705,0.12,0.2,0.85294,0.45541,2.68589,-0.01,0.02721,-0.00286,-0.02195,0.02084,0.64392
80,81920,66.49334,120.0,0.9,0.88,1.678452,-0.006273,0.006709,0.004518,0.393504,0.066528,0.951853,65.286713,14.918443,64.949509,15.751706,4.0,0.00029191,10,753,0.56738,0.59497,0.12,0.0,0.90476,0.44267,1.94789,-0.01,0.03048,-0.0036,-0.01939,0.02598,0.63696
81,82944,74.78096,86.875,1.0,0.89,1.722223,-0.005769,0.010993,0.00566,0.701292,0.064758,0.945004,61.313797,15.10341,60.278778,16.548649,4.0,0.00029181,8,665,0.54736,0.5752,0.11,0.0,0.83333,0.49845,1.72495,-0.01,0.02962,-0.00527,-0.02206,0.02034,0.56637
