iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,sps,tx_per_agent_step,human_death_rate,false_complete_rate,cover_under_threat,objective_dist_under_threat,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_terminal
95,97280,20.607,265.5,0.5,0.39,1.924081,0.003486,36.272265,0.003716,1332,0.17799,0.25,0.66102,,,-0.01,0.01121,-0.00552,-0.01864,-0.00459,0.17527
96,98304,6.38293,189.0,0.5,0.38,1.898034,0.000214,10.398576,0.001345,1809,0.2332,0.5,0.4,,,-0.01,0.01002,-0.02076,-0.02326,-0.00539,0.04258
97,99328,2.54515,282.33333,0.33333,0.39,1.868025,0.021512,11.915966,0.002649,2060,0.22745,0.66667,0.53226,,,-0.01,0.01025,-0.02104,-0.0237,-0.00759,0.07427
98,100352,-4.72028,403.75,0.25,0.39,1.980058,0.006382,4.857277,0.001616,1739,0.19678,1.0,0.69863,,,-0.01,0.01351,-0.00827,-0.01935,-0.0015,0.02103
99,101376,6.4455,367.66667,0.33333,0.39,1.943598,0.01804,10.380392,0.001102,1506,0.18981,0.66667,0.75,,,-0.01,0.01029,-0.00814,-0.0225,0.0,0.05466
100,102400,14.79531,281.75,0.5,0.4,1.955818,0.000204,31.395417,0.003754,1461,0.19974,0.75,0.62,,,-0.01,0.01026,-0.01065,-0.02252,-0.00124,0.153
101,103424,1.36425,281.2,0.2,0.39,1.953274,-0.001707,10.471543,0.000618,1228,0.17221,0.8,0.83721,,,-0.01,0.01239,-0.01145,-0.0125,-0.00092,0.04368
102,104448,-1.9897,146.0,0.0,0.39,1.952697,-0.074151,2.0082,0.006594,1505,0.19948,1.0,1.0,,,-0.01,0.00851,-0.01451,-0.02099,0.00143,-0.00052
103,105472,25.20047,227.2,0.8,0.41,1.96923,0.07235,31.387214,0.004712,1201,0.16563,0.6,0.46341,,,-0.01,0.01075,-0.01078,-0.01917,-0.00339,0.20706
104,106496,24.90851,248.0,0.66667,0.4,2.031999,0.000948,50.637541,0.00487,1198,0.17166,0.5,0.75309,,,-0.01,0.01156,-0.00898,-0.01981,-0.001,0.27029
105,107520,12.79144,252.5,0.5,0.41,1.981692,-0.000918,6.463474,0.001802,1627,0.20248,0.5,0.75,,,-0.01,0.01107,-0.01019,-0.01715,0.00018,0.07283
106,108544,-3.02406,237.0,0.0,0.41,1.962296,-0.05244,2.001716,0.005272,1793,0.2082,1.0,0.5,,,-0.01,0.00933,-0.0154,-0.02144,-0.00203,-0.0006
107,109568,6.41078,392.28571,0.28571,0.43,1.863048,0.018982,12.758094,0.000294,1352,0.17741,0.42857,0.64545,,,-0.01,0.01214,-0.00465,-0.01597,-0.00623,0.14806
108,110592,-2.66184,132.66667,0.0,0.42,1.853624,-0.001062,1.714389,0.001913,1579,0.1669,1.0,1.0,,,-0.01,0.01293,-0.00065,-0.01427,0.00109,-0.0017
109,111616,18.19943,283.5,1.0,0.42,1.903702,9.5e-05,16.721593,0.000394,1726,0.18223,0.5,0.2,,,-0.01,0.01179,-0.00529,-0.02181,0.00073,0.0807
110,112640,23.59504,285.0,0.8,0.45,1.961747,0.052268,41.198831,0.003115,1472,0.17797,0.8,0.4878,,,-0.01,0.01135,-0.00822,-0.02153,0.00266,0.23553
