iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,sps,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_terminal
74,75776,9.96513,42.17857,0.5,0.55,1.055532,0.046825,33.53825,0.002349,3481,-0.01,0.01043,0.00957,-0.00358,0.01692,0.37646
75,76800,17.40614,22.74074,0.7037,0.59,1.155418,0.015197,43.736859,0.004636,3603,-0.01,0.01004,0.00717,-0.00342,0.03093,0.59588
76,77824,15.46549,38.325,0.675,0.61,0.873848,0.021139,47.400345,0.001625,3150,-0.01,0.01676,0.01446,-0.00268,0.0418,0.75521
77,78848,13.31577,25.19355,0.6129,0.65,1.038681,-0.000839,39.901122,0.004217,3473,-0.01,0.00952,0.01059,-0.00357,0.02258,0.51135
78,79872,14.2058,29.4375,0.59375,0.63,1.026961,0.052259,36.071011,0.003142,3566,-0.01,0.00978,0.00828,-0.00417,0.02343,0.56933
79,80896,9.19001,38.36364,0.48485,0.57,0.910503,-0.001364,41.998394,0.003158,3514,-0.01,0.01099,0.01175,-0.00249,0.01468,0.42523
80,81920,12.58499,31.23529,0.64706,0.58,0.971456,-0.124917,46.395599,0.002454,3528,-0.01,0.00968,0.00982,-0.00304,0.03116,0.56644
81,82944,12.06713,27.17647,0.58824,0.6,1.311229,-0.024153,17.62803,0.0037,3535,-0.01,0.00706,0.00473,-0.00478,0.01076,0.23346
82,83968,13.12525,57.2963,0.59259,0.59,1.175206,-0.000975,36.132542,0.002589,3425,-0.01,0.00677,0.00423,-0.00433,0.01553,0.43547
83,84992,8.63078,25.03571,0.42857,0.57,0.998686,-0.000238,31.249611,0.001993,3863,-0.01,0.01112,0.01045,-0.00489,0.00896,0.36266
84,86016,9.52427,40.53846,0.46154,0.52,1.113449,-0.053853,27.319973,0.001399,3469,-0.01,0.00919,0.0063,-0.00376,0.01281,0.34415
85,87040,13.47276,29.16667,0.625,0.5,1.313106,-0.000684,26.2578,0.001486,3491,-0.01,0.00857,0.00405,-0.00477,0.01733,0.36726
86,88064,9.01836,53.22581,0.48387,0.49,1.135327,-0.001912,34.508803,0.000586,3351,-0.01,0.00774,0.00823,-0.00317,0.01299,0.34553
87,89088,10.91038,34.4,0.56667,0.53,1.031362,0.037155,27.930878,0.004319,3541,-0.01,0.01144,0.00915,-0.00353,0.02241,0.42972
88,90112,15.97158,29.91429,0.68571,0.56,0.918086,0.001611,43.017222,0.003317,3228,-0.01,0.00907,0.01121,-0.00276,0.03606,0.64905
89,91136,16.07775,26.76923,0.88462,0.68,1.211253,-0.000498,28.373524,0.002135,3192,-0.01,0.00737,0.00672,-0.00356,0.02468,0.45498
90,92160,12.45932,49.85185,0.62963,0.72,1.163248,-0.015297,38.214898,0.001137,3380,-0.01,0.00897,0.00843,-0.00349,0.02068,0.41613
91,93184,8.30516,32.75758,0.39394,0.64,0.823074,0.067532,41.779777,0.002787,3567,-0.01,0.01037,0.00976,-0.00343,0.01404,0.39844
92,94208,16.05531,22.96875,0.71875,0.61,1.024011,-0.000101,41.332791,0.001168,3364,-0.01,0.00953,0.00745,-0.00429,0.03261,0.62206
93,95232,18.27276,41.80769,0.73077,0.61,1.078729,-0.087967,37.76935,0.002331,3506,-0.01,0.0115,0.00611,-0.00439,0.03447,0.58256
94,96256,12.12405,32.08824,0.64706,0.67,1.004507,0.085696,44.924715,0.004355,3196,-0.01,0.01345,0.00985,-0.00401,0.02301,0.49867
95,97280,14.60898,35.26667,0.7,0.69,1.008823,-0.098297,41.766336,0.001314,3449,-0.01,0.00896,0.00827,-0.00403,0.02815,0.53066
96,98304,18.02455,25.61538,0.84615,0.7,1.220684,-0.001183,25.923831,0.000955,4133,-0.01,0.00639,0.00429,-0.00584,0.02189,0.32531
97,99328,8.60939,67.88235,0.41176,0.64,1.283047,0.096324,16.106452,0.001204,4192,-0.01,0.00881,0.00513,-0.00501,0.01131,0.20672
98,100352,14.71474,44.71429,0.62857,0.64,0.920192,-0.082404,39.471099,0.003618,3274,-0.01,0.00825,0.00906,-0.00418,0.02881,0.62059
99,101376,12.36837,34.17241,0.58621,0.6,0.850676,-0.078879,37.056756,0.001231,3666,-0.01,0.00924,0.00854,-0.00464,0.02566,0.48895
100,102400,15.1156,36.2069,0.75862,0.64,0.976554,0.038253,42.462822,0.003746,3683,-0.01,0.01124,0.00678,-0.00346,0.02729,0.61354
101,103424,11.55359,32.64516,0.51613,0.63,0.820723,-0.000746,42.840354,0.001484,3644,-0.01,0.0095,0.01205,-0.00374,0.02408,0.50217
102,104448,12.30311,31.74286,0.51429,0.6,0.834738,-0.097535,40.181682,0.000472,3374,-0.01,0.01007,0.00698,-0.0047,0.02165,0.55608
103,105472,13.52284,32.57143,0.68571,0.58,0.913336,0.001184,42.733397,0.001533,3256,-0.01,0.01128,0.01068,-0.00413,0.03439,0.55932
104,106496,11.189,26.3,0.66667,0.62,0.976125,-0.001487,34.370599,0.001557,3450,-0.01,0.01093,0.00598,-0.00413,0.01548,0.40843
105,107520,15.49483,34.33333,0.74074,0.67,1.030889,-0.007277,33.431793,0.008301,3455,-0.01,0.01035,0.00585,-0.005,0.02967,0.51604
106,108544,14.82324,41.12903,0.70968,0.69,1.019131,0.067088,48.632839,0.001727,3480,-0.01,0.01441,0.00886,-0.00275,0.02814,0.61751
107,109568,13.48628,32.3,0.55,0.67,1.148604,-0.00012,32.040571,0.001865,3822,-0.01,0.01009,0.00543,-0.00441,0.01937,0.35372
108,110592,10.69362,59.04762,0.52381,0.65,1.22045,-0.000732,27.38627,0.004936,3695,-0.01,0.00869,0.00463,-0.00591,0.01369,0.31405
109,111616,12.89927,33.69444,0.61111,0.6,0.888979,-0.000576,47.277528,0.0009,3383,-0.01,0.01286,0.01112,-0.00349,0.0296,0.61545
110,112640,10.5011,27.21875,0.5625,0.56,0.88822,-0.010051,37.838562,0.009348,3364,-0.01,0.01139,0.00847,-0.00365,0.02222,0.42381
111,113664,16.41951,36.44,0.64,0.58,1.044759,-0.000539,35.198185,0.001592,3568,-0.01,0.00835,0.00829,-0.0038,0.02516,0.52084
112,114688,14.17539,35.88,0.6,0.62,1.043763,-0.001508,29.883491,0.002217,3653,-0.01,0.00732,0.00655,-0.00375,0.02228,0.46366
113,115712,9.25253,41.06897,0.48276,0.57,0.997627,-0.000377,31.931636,0.003791,3401,-0.01,0.00631,0.00559,-0.00426,0.01621,0.32668
114,116736,12.79732,43.17391,0.6087,0.57,1.12352,-0.027305,25.444764,0.006216,3506,-0.01,0.00776,0.00382,-0.00558,0.01676,0.35867
115,117760,8.54137,53.2,0.44,0.53,1.077239,-0.060038,36.581959,0.002189,3455,-0.01,0.00936,0.00451,-0.00449,0.00415,0.28386
116,118784,15.04736,26.91667,0.66667,0.56,0.800052,0.005975,48.536792,0.002897,3317,-0.01,0.01128,0.00944,-0.00335,0.03356,0.68764
117,119808,13.10516,26.33333,0.53846,0.56,0.793741,0.000465,51.148238,0.00015,3078,-0.01,0.01122,0.00912,-0.00377,0.02612,0.60998
118,120832,12.39766,26.46875,0.59375,0.6,0.836431,0.001102,48.571801,0.002292,3461,-0.01,0.01292,0.01088,-0.00422,0.02379,0.49714
119,121856,15.03261,34.82353,0.70588,0.62,0.985489,-0.016587,45.770417,0.004092,3175,-0.01,0.01254,0.00826,-0.00332,0.03737,0.60812
120,122880,15.03915,26.35714,0.64286,0.64,1.082442,-0.00116,36.449826,0.000794,3186,-0.01,0.01335,0.00877,-0.00476,0.02226,0.48643
121,123904,11.33146,35.23077,0.53846,0.62,0.86306,-0.076183,49.731452,0.00084,3214,-0.01,0.012,0.00975,-0.00414,0.02301,0.5581
122,124928,17.02623,24.78378,0.72973,0.62,0.816201,0.001195,50.688423,0.003041,3222,-0.01,0.01565,0.01023,-0.00424,0.04031,0.79637
123,125952,7.99378,34.45455,0.54545,0.59,0.762598,-0.000416,38.208561,0.003871,3418,-0.01,0.01147,0.01071,-0.00484,0.0133,0.35452
124,126976,12.30303,26.92857,0.64286,0.64,0.946181,0.00768,28.671023,0.002232,3380,-0.01,0.00709,0.00746,-0.00592,0.02298,0.426
125,128000,11.95796,37.86957,0.56522,0.63,1.269353,0.057386,30.993872,0.001508,3319,-0.01,0.00575,0.00449,-0.00715,0.01548,0.31419
126,129024,9.28403,53.05263,0.47368,0.55,1.148363,0.066563,21.580116,0.001172,3516,-0.01,0.00542,0.00545,-0.00717,0.01114,0.21592
127,130048,9.93026,46.95833,0.5,0.57,1.050436,-0.00175,27.628781,0.000617,3584,-0.01,0.00668,0.0048,-0.00685,0.01399,0.31951
128,131072,16.6505,38.04167,0.70833,0.57,1.187879,0.17744,38.881576,0.003717,3378,-0.01,0.00993,0.00568,-0.00711,0.02533,0.49519
129,132096,11.85246,49.56,0.52,0.56,1.22119,-0.000307,29.533843,0.001428,3459,-0.01,0.01215,0.00526,-0.00746,0.01667,0.37363
130,133120,15.95065,43.33333,0.7037,0.61,1.054682,0.001345,34.657061,0.001266,3517,-0.01,0.01283,0.00471,-0.00586,0.03195,0.54388
131,134144,12.51093,30.62069,0.51724,0.62,0.822695,0.005953,35.607075,0.001488,3357,-0.01,0.01459,0.00851,-0.00531,0.01811,0.44671
132,135168,15.00018,30.13333,0.7,0.61,0.875978,-0.000435,42.893063,0.000313,3470,-0.01,0.01261,0.00915,-0.00535,0.02513,0.60054
133,136192,14.68571,40.8125,0.5625,0.59,0.899288,0.027424,42.597185,0.00121,3382,-0.01,0.01283,0.01057,-0.00417,0.02947,0.59156
134,137216,15.15429,26.69697,0.66667,0.65,0.874557,-0.004359,41.849061,0.000756,3328,-0.01,0.00919,0.01075,-0.00518,0.03189,0.61728
135,138240,13.92306,33.37838,0.64865,0.63,0.775434,-0.001553,44.421792,0.001922,3266,-0.01,0.00979,0.00892,-0.00495,0.03037,0.64344
136,139264,16.71332,30.42308,0.80769,0.69,0.97242,0.000127,39.693064,0.000738,3430,-0.01,0.00732,0.00582,-0.00554,0.03394,0.52107
137,140288,16.0898,39.93333,0.73333,0.7,1.25161,-0.033078,22.093275,0.002935,3950,-0.01,0.0092,0.00323,-0.00834,0.01691,0.32645
138,141312,14.85728,52.56667,0.66667,0.7,0.961136,0.000987,44.773009,0.001422,3596,-0.01,0.00816,0.00632,-0.00563,0.03162,0.61103
139,142336,10.76691,32.77419,0.51613,0.66,0.856498,-0.000702,42.414188,0.002567,3485,-0.01,0.01029,0.0098,-0.00535,0.01754,0.42897
140,143360,14.48844,29.33333,0.63889,0.6,0.730626,0.018039,48.830013,0.001003,3316,-0.01,0.00926,0.00843,-0.00411,0.02973,0.66966
141,144384,11.96421,32.18182,0.54545,0.6,1.322687,-0.202901,22.401277,0.002149,4058,-0.01,0.00953,0.00064,-0.01135,0.01312,0.18659
142,145408,9.1655,78.11111,0.38889,0.56,1.281834,-0.001009,24.892969,0.001635,3964,-0.01,0.01338,0.00392,-0.00856,0.00749,0.25479
143,146432,9.68959,42.17647,0.5,0.54,0.73423,0.016155,43.954816,0.002576,3518,-0.01,0.01139,0.00796,-0.0036,0.02144,0.45075
144,147456,13.62761,28.25806,0.64516,0.53,0.931025,-0.039427,43.939158,0.002291,3250,-0.01,0.00846,0.00618,-0.00394,0.02294,0.52067
145,148480,13.00088,40.55556,0.62963,0.56,0.881882,0.00174,40.028121,0.000886,3281,-0.01,0.00444,0.00926,-0.00505,0.02707,0.41785
146,149504,17.40026,28.18519,0.66667,0.64,0.932448,0.011021,30.20332,0.001067,3194,-0.01,0.00881,0.00416,-0.00583,0.02321,0.53553
147,150528,9.06078,41.88889,0.48148,0.6,0.929272,0.000737,31.483647,0.002755,3604,-0.01,0.00945,0.00539,-0.00595,0.0127,0.32064
148,151552,11.45546,29.04545,0.54545,0.57,1.099141,-0.000129,34.207203,0.001412,3760,-0.01,0.00853,0.00406,-0.00716,0.01562,0.34102
