iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,sps,tx_per_agent_step,human_death_rate,false_complete_rate,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_terminal
75,76800,62.30876,80.21429,1.0,0.97,1.027056,-0.033214,25.337026,0.00374,1988,0.04173,0.14286,0.4434,-0.01,0.00845,0.00544,-0.02002,-0.02269,0.95468
76,77824,62.34785,78.78571,0.92857,0.96,0.962949,-0.000128,32.815551,0.001438,2023,0.03608,0.14286,0.52083,-0.01,0.0073,0.00293,-0.01931,-0.05033,0.98458
77,78848,71.08387,84.2,1.0,0.98,1.009904,-2e-05,11.701416,0.000561,1910,0.04265,0.0,0.58333,-0.01,0.00828,0.00275,-0.01843,-0.0004,0.71216
78,79872,57.69817,81.0,0.91667,0.97,0.981137,0.027472,49.917723,0.002034,1922,0.05033,0.16667,0.54,-0.01,0.00807,0.00274,-0.01847,-0.06253,0.81277
79,80896,61.25169,83.77778,1.0,0.97,0.948994,-0.055503,38.493588,0.002393,2011,0.04907,0.22222,0.68033,-0.01,0.00611,-0.0014,-0.01535,-0.08518,0.69768
80,81920,64.32576,86.5,1.0,0.97,1.005882,0.12146,90.352192,0.000934,2195,0.0627,0.125,0.68367,-0.01,0.00574,-0.00303,-0.0179,-0.05502,0.73688
81,82944,52.49377,135.7,0.8,0.95,0.928388,0.000322,25.208304,0.001011,2178,0.05146,0.2,0.71698,-0.01,0.00751,-0.00816,-0.01797,-0.02521,0.77237
82,83968,54.84488,129.5,0.83333,0.94,0.95789,0.017872,38.610902,0.000507,2072,0.06937,0.16667,0.68605,-0.01,0.00703,-0.01708,-0.01837,-0.03385,0.44068
83,84992,55.00406,107.61538,0.84615,0.93,0.906027,-0.000279,25.100495,0.000177,1755,0.05131,0.15385,0.85279,-0.01,0.00674,-0.00687,-0.02135,-0.00085,0.80558
84,86016,67.63041,100.08333,1.0,0.93,0.948384,0.000808,20.09591,0.001083,1719,0.04983,0.0,0.87692,-0.01,0.00884,-0.00194,-0.01997,0.00015,0.83968
85,87040,69.15695,87.0,1.0,0.93,0.971845,-0.049771,15.963574,0.001448,1738,0.05001,0.0,0.62143,-0.01,0.00856,0.001,-0.01813,-1e-05,0.76733
86,88064,71.09141,83.25,1.0,0.94,0.968812,-0.000304,11.470236,0.000562,1751,0.06306,0.0,0.62105,-0.01,0.00887,0.0014,-0.01558,0.0,0.56775
87,89088,62.56129,130.44444,0.88889,0.93,1.068971,4.8e-05,19.359656,0.001561,1723,0.07213,0.0,0.57843,-0.01,0.0075,-0.00334,-0.01805,1e-05,0.5666
88,90112,69.65174,94.88889,1.0,0.93,1.010843,1.3e-05,31.012731,0.000687,1813,0.06581,0.0,0.75342,-0.01,0.00709,-0.00083,-0.01775,-0.02512,0.68029
89,91136,57.83576,117.35714,0.92857,0.93,0.957485,-0.000878,20.821921,0.000811,1731,0.04871,0.07143,0.68293,-0.01,0.00749,0.0012,-0.01821,-0.00037,0.85715
90,92160,63.84777,75.15385,0.92308,0.93,0.958771,-0.000214,44.548104,0.000286,1781,0.04314,0.07692,0.59821,-0.01,0.00753,0.0013,-0.01871,-0.02749,0.87952
91,93184,70.8042,89.4,1.0,0.95,1.028273,-0.000323,34.359772,0.001043,1810,0.05576,0.0,0.58156,-0.01,0.00656,0.00191,-0.02022,-0.0517,0.73926
