iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,sps,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_terminal
133,136192,9.73272,206.4,0.7,0.48,1.511742,0.009185,33.217656,0.006912,3892,-0.01,0.00857,-0.01841,0.00012,-0.00025,0.29059
134,137216,9.24928,98.6,0.4,0.48,1.555473,0.267447,61.171724,0.005837,4720,-0.01,0.00832,-0.01573,0.00072,-0.0816,0.12955
135,138240,24.00969,178.75,0.625,0.51,1.551884,0.01342,54.63513,0.004828,4122,-0.01,0.00851,-0.01266,1e-05,-0.02261,0.30256
136,139264,20.46954,147.71429,0.71429,0.54,1.505818,0.030746,31.188291,0.002814,3522,-0.01,0.00915,-0.00955,-0.00047,-0.02987,0.21575
137,140288,52.53291,84.66667,1.0,0.56,1.491297,0.040159,34.787265,0.006908,4287,-0.01,0.00579,-0.01772,-7e-05,-0.08486,0.21563
138,141312,-9.40145,239.0,0.25,0.55,1.56093,-0.010618,17.159619,0.005386,3581,-0.01,0.00874,-0.02046,4e-05,-0.05258,0.10701
139,142336,-14.65148,134.66667,0.0,0.54,1.605164,-0.029873,13.116495,0.006349,5086,-0.01,0.00624,-0.02971,0.00031,-0.06217,-0.00252
140,143360,15.25668,200.0,0.5,0.55,1.573886,-0.012755,26.345203,0.004743,4651,-0.01,0.00565,-0.02629,-0.00015,-0.01277,0.20579
141,144384,18.60959,209.0,0.5,0.54,1.550797,0.004998,32.495731,0.007018,4612,-0.01,0.00748,-0.01196,0.00014,0.00061,0.20357
142,145408,24.43876,127.6,0.6,0.54,1.540801,-0.175898,77.079881,0.008966,3691,-0.01,0.00823,-0.0043,-0.00075,-0.05053,0.39016
143,146432,40.61804,116.57143,0.85714,0.59,1.506901,0.003777,45.116008,0.007299,3656,-0.01,0.01139,-0.00229,-0.0003,-0.01859,0.34658
144,147456,-12.5813,193.0,0.0,0.58,1.654127,-0.110169,37.722598,0.017675,5988,-0.01,0.00445,-0.01581,0.00116,-0.15724,-0.00186
145,148480,-7.33371,236.57143,0.14286,0.54,1.545525,-0.014992,27.795033,0.00697,4741,-0.01,0.00874,-0.00941,0.00032,-0.06459,0.08155
146,149504,24.87852,90.0,0.6,0.52,1.526101,0.15881,50.667766,0.003377,3843,-0.01,0.00911,-0.00261,1e-05,-0.0659,0.34082
147,150528,13.69342,167.66667,0.66667,0.53,1.380957,0.062067,19.369537,0.00596,5054,-0.01,0.00698,-0.00577,0.00117,-0.00507,0.11471
148,151552,9.31095,172.875,0.375,0.51,1.319667,-0.001329,40.657867,0.004072,4455,-0.01,0.00626,-0.00299,-0.00086,-0.07254,0.20432
149,152576,13.2965,172.0,0.4,0.5,1.3556,0.079541,24.430329,0.006016,4475,-0.01,0.0076,-0.00074,-0.00038,-0.05703,0.1187
150,153600,21.0044,178.14286,0.57143,0.5,1.406461,0.000261,38.427236,0.005183,4619,-0.01,0.00653,-0.00301,0.00027,0.00094,0.3022
151,154624,31.95666,155.33333,0.83333,0.52,1.50477,0.122551,40.150335,0.005908,4015,-0.01,0.00806,-0.00417,0.00119,-0.03287,0.26413
152,155648,6.19275,156.5,0.625,0.51,1.283908,0.049518,36.066903,0.005304,3996,-0.01,0.0076,-0.00499,-0.00058,-0.11939,0.20677
153,156672,-2.4307,124.0,0.5,0.5,1.336978,0.001803,20.350708,0.008222,3934,-0.01,0.00776,-0.00226,-0.00011,-0.05977,0.04574
154,157696,16.5375,247.66667,0.33333,0.5,1.508639,0.005267,11.188963,0.009795,3856,-0.01,0.00531,-0.00599,-0.00072,0.00157,0.06622
155,158720,-5.71398,300.0,0.0,0.49,1.484993,0.00704,5.509175,0.006063,4056,-0.01,0.0057,-0.00098,-7e-05,-0.02753,0.0
156,159744,3.50761,191.75,0.5,0.49,1.470498,-0.001166,14.175217,0.002304,4119,-0.01,0.00542,-0.00464,-0.00072,-0.03102,0.08582
157,160768,9.56028,298.5,0.25,0.49,1.557064,-0.001741,7.573085,0.004467,4089,-0.01,0.00569,-0.00227,-0.00013,0.0004,0.06086
158,161792,-1.26469,300.0,0.0,0.48,1.550313,0.000721,1.418826,0.004348,4073,-0.01,0.00666,-0.00063,-0.00012,-0.00103,0.0
159,162816,8.34545,283.25,0.25,0.47,1.52684,-0.001263,12.264988,0.001231,4146,-0.01,0.00524,-0.0032,-0.00114,-0.05965,0.05154
160,163840,-10.12404,300.0,0.0,0.46,1.547971,-0.002899,1.095376,0.004925,3979,-0.01,0.0054,-0.00431,-0.00019,0.00096,0.0
161,164864,2.35168,297.0,0.25,0.43,1.473389,-0.066235,2.312037,0.006284,4380,-0.01,0.00446,-0.00216,-0.00014,-0.00082,0.04917
